Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/04/28,18-20,7,33,12/05/2020 02:15:01 PM
2020/04/29,18-20,3,36,12/05/2020 02:15:01 PM
2020/04/30,18-20,0,36,12/05/2020 02:15:01 PM
2020/05/01,18-20,1,37,12/05/2020 02:15:01 PM
2020/05/02,18-20,2,39,12/05/2020 02:15:01 PM
2020/05/03,18-20,0,39,12/05/2020 02:15:01 PM
2020/05/04,18-20,0,39,12/05/2020 02:15:01 PM
2020/05/05,18-20,2,41,12/05/2020 02:15:01 PM
2020/05/06,18-20,2,43,12/05/2020 02:15:01 PM
2020/05/07,18-20,1,44,12/05/2020 02:15:01 PM
2020/05/08,18-20,1,45,12/05/2020 02:15:01 PM
2020/05/09,18-20,1,46,12/05/2020 02:15:01 PM
2020/05/10,18-20,1,47,12/05/2020 02:15:01 PM
2020/05/11,18-20,0,47,12/05/2020 02:15:01 PM
2020/05/12,18-20,1,48,12/05/2020 02:15:01 PM
2020/05/13,18-20,1,49,12/05/2020 02:15:01 PM
2020/05/14,18-20,1,50,12/05/2020 02:15:01 PM
2020/05/15,18-20,0,50,12/05/2020 02:15:01 PM
2020/05/16,18-20,0,50,12/05/2020 02:15:01 PM
2020/05/17,18-20,0,50,12/05/2020 02:15:01 PM
2020/05/18,18-20,2,52,12/05/2020 02:15:01 PM
2020/05/19,18-20,6,58,12/05/2020 02:15:01 PM
2020/05/20,18-20,2,60,12/05/2020 02:15:01 PM
2020/05/21,18-20,2,62,12/05/2020 02:15:01 PM
2020/05/22,18-20,1,63,12/05/2020 02:15:01 PM
2020/05/23,18-20,0,63,12/05/2020 02:15:01 PM
2020/05/24,18-20,1,64,12/05/2020 02:15:01 PM
2020/05/25,18-20,3,67,12/05/2020 02:15:01 PM
2020/05/26,18-20,3,70,12/05/2020 02:15:01 PM
2020/05/27,18-20,2,72,12/05/2020 02:15:01 PM
2020/05/28,18-20,1,73,12/05/2020 02:15:01 PM
2020/05/29,18-20,1,74,12/05/2020 02:15:01 PM
2020/05/30,18-20,1,75,12/05/2020 02:15:01 PM
2020/05/31,18-20,4,79,12/05/2020 02:15:01 PM
2020/06/01,18-20,1,80,12/05/2020 02:15:01 PM
2020/06/02,18-20,1,81,12/05/2020 02:15:01 PM
2020/06/03,18-20,2,83,12/05/2020 02:15:01 PM
2020/06/04,18-20,2,85,12/05/2020 02:15:01 PM
2020/06/05,18-20,2,87,12/05/2020 02:15:01 PM
2020/06/06,18-20,1,88,12/05/2020 02:15:01 PM
2020/06/07,18-20,1,89,12/05/2020 02:15:01 PM
2020/06/08,18-20,2,91,12/05/2020 02:15:01 PM
2020/06/09,18-20,0,91,12/05/2020 02:15:01 PM
2020/06/10,18-20,3,94,12/05/2020 02:15:01 PM
2020/06/11,18-20,0,94,12/05/2020 02:15:01 PM
2020/06/12,18-20,1,95,12/05/2020 02:15:01 PM
2020/06/13,18-20,2,97,12/05/2020 02:15:01 PM
2020/06/14,18-20,1,98,12/05/2020 02:15:01 PM
2020/06/15,18-20,3,101,12/05/2020 02:15:01 PM
2020/06/16,18-20,5,106,12/05/2020 02:15:01 PM
2020/06/17,18-20,2,108,12/05/2020 02:15:01 PM
2020/06/18,18-20,1,109,12/05/2020 02:15:01 PM
2020/06/19,18-20,1,110,12/05/2020 02:15:01 PM
2020/06/20,18-20,2,112,12/05/2020 02:15:01 PM
2020/06/21,18-20,3,115,12/05/2020 02:15:01 PM
2020/06/22,18-20,1,116,12/05/2020 02:15:01 PM
2020/06/23,18-20,1,117,12/05/2020 02:15:01 PM
2020/06/24,18-20,1,118,12/05/2020 02:15:01 PM
2020/06/25,18-20,2,120,12/05/2020 02:15:01 PM
2020/06/26,18-20,5,125,12/05/2020 02:15:01 PM
2020/06/27,18-20,1,126,12/05/2020 02:15:01 PM
2020/06/28,18-20,1,127,12/05/2020 02:15:01 PM
2020/06/29,18-20,2,129,12/05/2020 02:15:01 PM
2020/06/30,18-20,5,134,12/05/2020 02:15:01 PM
2020/07/01,18-20,3,137,12/05/2020 02:15:01 PM
2020/07/02,18-20,3,140,12/05/2020 02:15:01 PM
2020/07/03,18-20,3,143,12/05/2020 02:15:01 PM
2020/07/04,18-20,2,145,12/05/2020 02:15:01 PM
2020/07/05,18-20,0,145,12/05/2020 02:15:01 PM
2020/07/06,18-20,4,149,12/05/2020 02:15:01 PM
2020/07/07,18-20,4,153,12/05/2020 02:15:01 PM
2020/07/08,18-20,3,156,12/05/2020 02:15:01 PM
2020/07/09,18-20,8,164,12/05/2020 02:15:01 PM
2020/07/10,18-20,8,172,12/05/2020 02:15:01 PM
2020/07/11,18-20,3,175,12/05/2020 02:15:01 PM
2020/07/12,18-20,1,176,12/05/2020 02:15:01 PM
2020/07/13,18-20,7,183,12/05/2020 02:15:01 PM
2020/07/14,18-20,4,187,12/05/2020 02:15:01 PM
2020/07/15,18-20,3,190,12/05/2020 02:15:01 PM
2020/07/16,18-20,9,199,12/05/2020 02:15:01 PM
2020/07/17,18-20,5,204,12/05/2020 02:15:01 PM
2020/07/18,18-20,1,205,12/05/2020 02:15:01 PM
2020/07/19,18-20,3,208,12/05/2020 02:15:01 PM
2020/07/20,18-20,7,215,12/05/2020 02:15:01 PM
2020/07/21,18-20,2,217,12/05/2020 02:15:01 PM
2020/07/22,18-20,3,220,12/05/2020 02:15:01 PM
2020/07/23,18-20,5,225,12/05/2020 02:15:01 PM
2020/07/24,18-20,4,229,12/05/2020 02:15:01 PM
2020/07/25,18-20,3,232,12/05/2020 02:15:01 PM
2020/07/26,18-20,3,235,12/05/2020 02:15:01 PM
2020/07/27,18-20,4,239,12/05/2020 02:15:01 PM
2020/07/28,18-20,7,246,12/05/2020 02:15:01 PM
2020/07/29,18-20,3,249,12/05/2020 02:15:01 PM
2020/07/30,18-20,5,254,12/05/2020 02:15:01 PM
2020/07/31,18-20,7,261,12/05/2020 02:15:01 PM
2020/08/01,18-20,2,263,12/05/2020 02:15:01 PM
2020/08/02,18-20,4,267,12/05/2020 02:15:01 PM
2020/08/03,18-20,5,272,12/05/2020 02:15:01 PM
2020/08/04,18-20,1,273,12/05/2020 02:15:01 PM
2020/08/05,18-20,5,278,12/05/2020 02:15:01 PM
2020/08/06,18-20,5,283,12/05/2020 02:15:01 PM
2020/08/07,18-20,14,297,12/05/2020 02:15:01 PM
2020/08/08,18-20,2,299,12/05/2020 02:15:01 PM
2020/08/09,18-20,2,301,12/05/2020 02:15:01 PM
2020/08/10,18-20,7,308,12/05/2020 02:15:01 PM
2020/08/11,18-20,7,315,12/05/2020 02:15:01 PM
2020/08/12,18-20,8,323,12/05/2020 02:15:01 PM
2020/08/13,18-20,2,325,12/05/2020 02:15:01 PM
2020/08/14,18-20,1,326,12/05/2020 02:15:01 PM
2020/08/15,18-20,2,328,12/05/2020 02:15:01 PM
2020/08/16,18-20,1,329,12/05/2020 02:15:01 PM
2020/08/17,18-20,4,333,12/05/2020 02:15:01 PM
2020/08/18,18-20,1,334,12/05/2020 02:15:01 PM
2020/08/19,18-20,1,335,12/05/2020 02:15:01 PM
2020/08/20,18-20,3,338,12/05/2020 02:15:01 PM
2020/08/21,18-20,2,340,12/05/2020 02:15:01 PM
2020/08/22,18-20,1,341,12/05/2020 02:15:01 PM
2020/08/23,18-20,0,341,12/05/2020 02:15:01 PM
2020/08/24,18-20,2,343,12/05/2020 02:15:01 PM
2020/08/25,18-20,2,345,12/05/2020 02:15:01 PM
2020/08/26,18-20,3,348,12/05/2020 02:15:01 PM
2020/08/27,18-20,5,353,12/05/2020 02:15:01 PM
2020/08/28,18-20,0,353,12/05/2020 02:15:01 PM
2020/08/29,18-20,3,356,12/05/2020 02:15:01 PM
2020/08/30,18-20,2,358,12/05/2020 02:15:01 PM
2020/08/31,18-20,6,364,12/05/2020 02:15:01 PM
2020/09/01,18-20,1,365,12/05/2020 02:15:01 PM
2020/09/02,18-20,8,373,12/05/2020 02:15:01 PM
2020/09/03,18-20,8,381,12/05/2020 02:15:01 PM
2020/09/04,18-20,4,385,12/05/2020 02:15:01 PM
2020/09/05,18-20,3,388,12/05/2020 02:15:01 PM
2020/09/06,18-20,2,390,12/05/2020 02:15:01 PM
2020/09/07,18-20,1,391,12/05/2020 02:15:01 PM
2020/09/08,18-20,5,396,12/05/2020 02:15:01 PM
2020/09/09,18-20,1,397,12/05/2020 02:15:01 PM
2020/09/10,18-20,4,401,12/05/2020 02:15:01 PM
2020/09/11,18-20,1,402,12/05/2020 02:15:01 PM
2020/09/12,18-20,2,404,12/05/2020 02:15:01 PM
2020/09/13,18-20,1,405,12/05/2020 02:15:01 PM
2020/09/14,18-20,3,408,12/05/2020 02:15:01 PM
2020/09/15,18-20,2,410,12/05/2020 02:15:01 PM
2020/09/16,18-20,3,413,12/05/2020 02:15:01 PM
2020/09/17,18-20,4,417,12/05/2020 02:15:01 PM
2020/09/18,18-20,4,421,12/05/2020 02:15:01 PM
2020/09/19,18-20,2,423,12/05/2020 02:15:01 PM
2020/09/20,18-20,0,423,12/05/2020 02:15:01 PM
2020/09/21,18-20,1,424,12/05/2020 02:15:01 PM
2020/09/22,18-20,4,428,12/05/2020 02:15:01 PM
2020/09/23,18-20,2,430,12/05/2020 02:15:01 PM
2020/09/24,18-20,6,436,12/05/2020 02:15:01 PM
2020/09/25,18-20,3,439,12/05/2020 02:15:01 PM
2020/09/26,18-20,1,440,12/05/2020 02:15:01 PM
2020/09/27,18-20,1,441,12/05/2020 02:15:01 PM
2020/09/28,18-20,6,447,12/05/2020 02:15:01 PM
2020/09/29,18-20,1,448,12/05/2020 02:15:01 PM
2020/09/30,18-20,1,449,12/05/2020 02:15:01 PM
2020/10/01,18-20,0,449,12/05/2020 02:15:01 PM
2020/10/02,18-20,0,449,12/05/2020 02:15:01 PM
2020/10/03,18-20,1,450,12/05/2020 02:15:01 PM
2020/10/04,18-20,1,451,12/05/2020 02:15:01 PM
2020/10/05,18-20,0,451,12/05/2020 02:15:01 PM
2020/10/06,18-20,0,451,12/05/2020 02:15:01 PM
2020/10/07,18-20,1,452,12/05/2020 02:15:01 PM
2020/10/08,18-20,2,454,12/05/2020 02:15:01 PM
2020/10/09,18-20,1,455,12/05/2020 02:15:01 PM
2020/10/10,18-20,1,456,12/05/2020 02:15:01 PM
2020/10/11,18-20,0,456,12/05/2020 02:15:01 PM
2020/10/12,18-20,0,456,12/05/2020 02:15:01 PM
2020/10/13,18-20,1,457,12/05/2020 02:15:01 PM
2020/10/14,18-20,1,458,12/05/2020 02:15:01 PM
2020/10/15,18-20,2,460,12/05/2020 02:15:01 PM
2020/10/16,18-20,1,461,12/05/2020 02:15:01 PM
2020/10/17,18-20,0,461,12/05/2020 02:15:01 PM
2020/10/18,18-20,0,461,12/05/2020 02:15:01 PM
2020/10/19,18-20,0,461,12/05/2020 02:15:01 PM
2020/10/20,18-20,3,464,12/05/2020 02:15:01 PM
2020/10/21,18-20,0,464,12/05/2020 02:15:01 PM
2020/10/22,18-20,0,464,12/05/2020 02:15:01 PM
2020/10/23,18-20,1,465,12/05/2020 02:15:01 PM
2020/10/24,18-20,0,465,12/05/2020 02:15:01 PM
2020/10/25,18-20,2,467,12/05/2020 02:15:01 PM
2020/10/26,18-20,1,468,12/05/2020 02:15:01 PM
2020/10/27,18-20,4,472,12/05/2020 02:15:01 PM
2020/10/28,18-20,1,473,12/05/2020 02:15:01 PM
2020/10/29,18-20,3,476,12/05/2020 02:15:01 PM
2020/10/30,18-20,1,477,12/05/2020 02:15:01 PM
2020/10/31,18-20,0,477,12/05/2020 02:15:01 PM
2020/11/01,18-20,1,478,12/05/2020 02:15:01 PM
2020/11/02,18-20,5,483,12/05/2020 02:15:01 PM
2020/11/03,18-20,3,486,12/05/2020 02:15:01 PM
2020/11/04,18-20,0,486,12/05/2020 02:15:01 PM
2020/11/05,18-20,2,488,12/05/2020 02:15:01 PM
2020/11/06,18-20,3,491,12/05/2020 02:15:01 PM
2020/11/07,18-20,8,499,12/05/2020 02:15:01 PM
2020/11/08,18-20,1,500,12/05/2020 02:15:01 PM
2020/11/09,18-20,5,505,12/05/2020 02:15:01 PM
2020/11/10,18-20,1,506,12/05/2020 02:15:01 PM
2020/11/11,18-20,2,508,12/05/2020 02:15:01 PM
2020/11/12,18-20,4,512,12/05/2020 02:15:01 PM
2020/11/13,18-20,4,516,12/05/2020 02:15:01 PM
2020/11/14,18-20,0,516,12/05/2020 02:15:01 PM
2020/11/15,18-20,1,517,12/05/2020 02:15:01 PM
2020/11/16,18-20,4,521,12/05/2020 02:15:01 PM
2020/11/17,18-20,5,526,12/05/2020 02:15:01 PM
2020/11/18,18-20,8,534,12/05/2020 02:15:01 PM
2020/11/19,18-20,5,539,12/05/2020 02:15:01 PM
2020/11/20,18-20,4,543,12/05/2020 02:15:01 PM
2020/11/21,18-20,2,545,12/05/2020 02:15:01 PM
2020/11/22,18-20,2,547,12/05/2020 02:15:01 PM
2020/11/23,18-20,8,555,12/05/2020 02:15:01 PM
2020/11/24,18-20,7,562,12/05/2020 02:15:01 PM
2020/11/25,18-20,9,571,12/05/2020 02:15:01 PM
2020/11/26,18-20,2,573,12/05/2020 02:15:01 PM
2020/11/27,18-20,6,579,12/05/2020 02:15:01 PM
2020/11/28,18-20,4,583,12/05/2020 02:15:01 PM
2020/11/29,18-20,5,588,12/05/2020 02:15:01 PM
2020/11/30,18-20,6,594,12/05/2020 02:15:01 PM
2020/12/01,18-20,11,605,12/05/2020 02:15:01 PM
2020/12/02,18-20,9,614,12/05/2020 02:15:01 PM
2020/12/03,18-20,4,618,12/05/2020 02:15:01 PM
2020/12/04,18-20,0,618,12/05/2020 02:15:01 PM
2020/04/09,14-17,1,5,12/05/2020 02:15:01 PM
2020/04/10,14-17,1,6,12/05/2020 02:15:01 PM
2020/04/11,14-17,1,7,12/05/2020 02:15:01 PM
2020/04/12,14-17,0,7,12/05/2020 02:15:01 PM
2020/04/13,14-17,0,7,12/05/2020 02:15:01 PM
2020/04/14,14-17,0,7,12/05/2020 02:15:01 PM
2020/04/15,14-17,0,7,12/05/2020 02:15:01 PM
2020/04/16,14-17,1,8,12/05/2020 02:15:01 PM
2020/04/17,14-17,0,8,12/05/2020 02:15:01 PM
2020/04/18,14-17,0,8,12/05/2020 02:15:01 PM
2020/04/19,14-17,0,8,12/05/2020 02:15:01 PM
2020/04/20,14-17,0,8,12/05/2020 02:15:01 PM
2020/04/21,14-17,2,10,12/05/2020 02:15:01 PM
2020/04/22,14-17,2,12,12/05/2020 02:15:01 PM
2020/04/23,14-17,0,12,12/05/2020 02:15:01 PM
2020/04/24,14-17,0,12,12/05/2020 02:15:01 PM
2020/04/25,14-17,1,13,12/05/2020 02:15:01 PM
2020/04/26,14-17,0,13,12/05/2020 02:15:01 PM
2020/04/27,14-17,2,15,12/05/2020 02:15:01 PM
2020/04/28,14-17,2,17,12/05/2020 02:15:01 PM
2020/04/29,14-17,1,18,12/05/2020 02:15:01 PM
2020/04/30,14-17,2,20,12/05/2020 02:15:01 PM
2020/05/01,14-17,1,21,12/05/2020 02:15:01 PM
2020/05/02,14-17,3,24,12/05/2020 02:15:01 PM
2020/05/03,14-17,0,24,12/05/2020 02:15:01 PM
2020/05/04,14-17,3,27,12/05/2020 02:15:01 PM
2020/05/05,14-17,0,27,12/05/2020 02:15:01 PM
2020/05/06,14-17,1,28,12/05/2020 02:15:01 PM
2020/05/07,14-17,1,29,12/05/2020 02:15:01 PM
2020/05/08,14-17,2,31,12/05/2020 02:15:01 PM
2020/05/09,14-17,0,31,12/05/2020 02:15:01 PM
2020/05/10,14-17,0,31,12/05/2020 02:15:01 PM
2020/05/11,14-17,1,32,12/05/2020 02:15:01 PM
2020/05/12,14-17,1,33,12/05/2020 02:15:01 PM
2020/05/13,14-17,0,33,12/05/2020 02:15:01 PM
2020/05/14,14-17,1,34,12/05/2020 02:15:01 PM
2020/05/15,14-17,2,36,12/05/2020 02:15:01 PM
2020/05/16,14-17,0,36,12/05/2020 02:15:01 PM
2020/05/17,14-17,0,36,12/05/2020 02:15:01 PM
2020/05/18,14-17,1,37,12/05/2020 02:15:01 PM
2020/05/19,14-17,2,39,12/05/2020 02:15:01 PM
2020/05/20,14-17,3,42,12/05/2020 02:15:01 PM
2020/05/21,14-17,1,43,12/05/2020 02:15:01 PM
2020/05/22,14-17,0,43,12/05/2020 02:15:01 PM
2020/05/23,14-17,0,43,12/05/2020 02:15:01 PM
2020/05/24,14-17,0,43,12/05/2020 02:15:01 PM
2020/05/25,14-17,0,43,12/05/2020 02:15:01 PM
2020/05/26,14-17,4,47,12/05/2020 02:15:01 PM
2020/05/27,14-17,2,49,12/05/2020 02:15:01 PM
2020/05/28,14-17,0,49,12/05/2020 02:15:01 PM
2020/05/29,14-17,2,51,12/05/2020 02:15:01 PM
2020/05/30,14-17,1,52,12/05/2020 02:15:01 PM
2020/05/31,14-17,0,52,12/05/2020 02:15:01 PM
2020/06/01,14-17,0,52,12/05/2020 02:15:01 PM
2020/06/02,14-17,4,56,12/05/2020 02:15:01 PM
2020/06/03,14-17,0,56,12/05/2020 02:15:01 PM
2020/06/04,14-17,0,56,12/05/2020 02:15:01 PM
2020/06/05,14-17,0,56,12/05/2020 02:15:01 PM
2020/06/06,14-17,0,56,12/05/2020 02:15:01 PM
2020/06/07,14-17,0,56,12/05/2020 02:15:01 PM
2020/06/08,14-17,2,58,12/05/2020 02:15:01 PM
2020/06/09,14-17,0,58,12/05/2020 02:15:01 PM
2020/06/10,14-17,0,58,12/05/2020 02:15:01 PM
2020/06/11,14-17,1,59,12/05/2020 02:15:01 PM
2020/06/12,14-17,1,60,12/05/2020 02:15:01 PM
2020/06/13,14-17,0,60,12/05/2020 02:15:01 PM
2020/06/14,14-17,0,60,12/05/2020 02:15:01 PM
2020/06/15,14-17,2,62,12/05/2020 02:15:01 PM
2020/06/16,14-17,1,63,12/05/2020 02:15:01 PM
2020/06/17,14-17,3,66,12/05/2020 02:15:01 PM
2020/06/18,14-17,1,67,12/05/2020 02:15:01 PM
2020/06/19,14-17,2,69,12/05/2020 02:15:01 PM
2020/06/20,14-17,1,70,12/05/2020 02:15:01 PM
2020/06/21,14-17,1,71,12/05/2020 02:15:01 PM
2020/06/22,14-17,1,72,12/05/2020 02:15:01 PM
2020/06/23,14-17,6,78,12/05/2020 02:15:01 PM
2020/06/24,14-17,2,80,12/05/2020 02:15:01 PM
2020/06/25,14-17,0,80,12/05/2020 02:15:01 PM
2020/06/26,14-17,2,82,12/05/2020 02:15:01 PM
2020/06/27,14-17,1,83,12/05/2020 02:15:01 PM
2020/06/28,14-17,1,84,12/05/2020 02:15:01 PM
2020/06/29,14-17,0,84,12/05/2020 02:15:01 PM
2020/06/30,14-17,5,89,12/05/2020 02:15:01 PM
2020/07/01,14-17,6,95,12/05/2020 02:15:01 PM
2020/07/02,14-17,1,96,12/05/2020 02:15:01 PM
2020/07/03,14-17,6,102,12/05/2020 02:15:01 PM
2020/07/04,14-17,0,102,12/05/2020 02:15:01 PM
2020/07/05,14-17,2,104,12/05/2020 02:15:01 PM
2020/07/06,14-17,3,107,12/05/2020 02:15:01 PM
2020/07/07,14-17,1,108,12/05/2020 02:15:01 PM
2020/07/08,14-17,0,108,12/05/2020 02:15:01 PM
2020/07/09,14-17,2,110,12/05/2020 02:15:01 PM
2020/07/10,14-17,5,115,12/05/2020 02:15:01 PM
2020/07/11,14-17,1,116,12/05/2020 02:15:01 PM
2020/07/12,14-17,2,118,12/05/2020 02:15:01 PM
2020/07/13,14-17,6,124,12/05/2020 02:15:01 PM
2020/07/14,14-17,4,128,12/05/2020 02:15:01 PM
2020/07/15,14-17,11,139,12/05/2020 02:15:01 PM
2020/07/16,14-17,7,146,12/05/2020 02:15:01 PM
2020/07/17,14-17,5,151,12/05/2020 02:15:01 PM
2020/07/18,14-17,4,155,12/05/2020 02:15:01 PM
2020/07/19,14-17,4,159,12/05/2020 02:15:01 PM
2020/07/20,14-17,6,165,12/05/2020 02:15:01 PM
2020/07/21,14-17,0,165,12/05/2020 02:15:01 PM
2020/07/22,14-17,6,171,12/05/2020 02:15:01 PM
2020/07/23,14-17,3,174,12/05/2020 02:15:01 PM
2020/07/24,14-17,3,177,12/05/2020 02:15:01 PM
2020/07/25,14-17,2,179,12/05/2020 02:15:01 PM
2020/07/26,14-17,2,181,12/05/2020 02:15:01 PM
2020/07/27,14-17,3,184,12/05/2020 02:15:01 PM
2020/07/28,14-17,3,187,12/05/2020 02:15:01 PM
2020/07/29,14-17,4,191,12/05/2020 02:15:01 PM
2020/07/30,14-17,4,195,12/05/2020 02:15:01 PM
2020/07/31,14-17,4,199,12/05/2020 02:15:01 PM
2020/08/01,14-17,3,202,12/05/2020 02:15:01 PM
2020/08/02,14-17,4,206,12/05/2020 02:15:01 PM
2020/08/03,14-17,3,209,12/05/2020 02:15:01 PM
2020/08/04,14-17,4,213,12/05/2020 02:15:01 PM
2020/08/05,14-17,7,220,12/05/2020 02:15:01 PM
2020/08/06,14-17,3,223,12/05/2020 02:15:01 PM
2020/08/07,14-17,7,230,12/05/2020 02:15:01 PM
2020/08/08,14-17,4,234,12/05/2020 02:15:01 PM
2020/08/09,14-17,1,235,12/05/2020 02:15:01 PM
2020/08/10,14-17,3,238,12/05/2020 02:15:01 PM
2020/08/11,14-17,6,244,12/05/2020 02:15:01 PM
2020/08/12,14-17,5,249,12/05/2020 02:15:01 PM
2020/08/13,14-17,6,255,12/05/2020 02:15:01 PM
2020/08/14,14-17,2,257,12/05/2020 02:15:01 PM
2020/08/15,14-17,1,258,12/05/2020 02:15:01 PM
2020/08/16,14-17,1,259,12/05/2020 02:15:01 PM
2020/08/17,14-17,2,261,12/05/2020 02:15:01 PM
2020/08/18,14-17,3,264,12/05/2020 02:15:01 PM
2020/08/19,14-17,5,269,12/05/2020 02:15:01 PM
2020/08/20,14-17,6,275,12/05/2020 02:15:01 PM
2020/08/21,14-17,5,280,12/05/2020 02:15:01 PM
2020/08/22,14-17,2,282,12/05/2020 02:15:01 PM
2020/08/23,14-17,0,282,12/05/2020 02:15:01 PM
2020/08/24,14-17,3,285,12/05/2020 02:15:01 PM
2020/08/25,14-17,5,290,12/05/2020 02:15:01 PM
2020/08/26,14-17,8,298,12/05/2020 02:15:01 PM
2020/08/27,14-17,2,300,12/05/2020 02:15:01 PM
2020/08/28,14-17,6,306,12/05/2020 02:15:01 PM
2020/08/29,14-17,0,306,12/05/2020 02:15:01 PM
2020/08/30,14-17,1,307,12/05/2020 02:15:01 PM
2020/08/31,14-17,4,311,12/05/2020 02:15:01 PM
2020/09/01,14-17,0,311,12/05/2020 02:15:01 PM
2020/09/02,14-17,6,317,12/05/2020 02:15:01 PM
2020/09/03,14-17,8,325,12/05/2020 02:15:01 PM
2020/09/04,14-17,1,326,12/05/2020 02:15:01 PM
2020/09/05,14-17,3,329,12/05/2020 02:15:01 PM
2020/09/06,14-17,1,330,12/05/2020 02:15:01 PM
2020/09/07,14-17,0,330,12/05/2020 02:15:01 PM
2020/09/08,14-17,3,333,12/05/2020 02:15:01 PM
2020/09/09,14-17,4,337,12/05/2020 02:15:01 PM
2020/09/10,14-17,2,339,12/05/2020 02:15:01 PM
2020/09/11,14-17,1,340,12/05/2020 02:15:01 PM
2020/09/12,14-17,1,341,12/05/2020 02:15:01 PM
2020/09/13,14-17,0,341,12/05/2020 02:15:01 PM
2020/09/14,14-17,3,344,12/05/2020 02:15:01 PM
2020/09/15,14-17,2,346,12/05/2020 02:15:01 PM
2020/09/16,14-17,3,349,12/05/2020 02:15:01 PM
2020/09/17,14-17,0,349,12/05/2020 02:15:01 PM
2020/09/18,14-17,3,352,12/05/2020 02:15:01 PM
2020/09/19,14-17,3,355,12/05/2020 02:15:01 PM
2020/09/20,14-17,1,356,12/05/2020 02:15:01 PM
2020/09/21,14-17,2,358,12/05/2020 02:15:01 PM
2020/09/22,14-17,0,358,12/05/2020 02:15:01 PM
2020/09/23,14-17,5,363,12/05/2020 02:15:01 PM
2020/09/24,14-17,3,366,12/05/2020 02:15:01 PM
2020/09/25,14-17,3,369,12/05/2020 02:15:01 PM
2020/09/26,14-17,1,370,12/05/2020 02:15:01 PM
2020/09/27,14-17,1,371,12/05/2020 02:15:01 PM
2020/09/28,14-17,0,371,12/05/2020 02:15:01 PM
2020/09/29,14-17,0,371,12/05/2020 02:15:01 PM
2020/09/30,14-17,2,373,12/05/2020 02:15:01 PM
2020/10/01,14-17,3,376,12/05/2020 02:15:01 PM
2020/10/02,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/03,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/04,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/05,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/06,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/07,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/08,14-17,0,376,12/05/2020 02:15:01 PM
2020/10/09,14-17,1,377,12/05/2020 02:15:01 PM
2020/10/10,14-17,0,377,12/05/2020 02:15:01 PM
2020/10/11,14-17,0,377,12/05/2020 02:15:01 PM
2020/10/12,14-17,1,378,12/05/2020 02:15:01 PM
2020/10/13,14-17,1,379,12/05/2020 02:15:01 PM
2020/10/14,14-17,2,381,12/05/2020 02:15:01 PM
2020/10/15,14-17,1,382,12/05/2020 02:15:01 PM
2020/10/16,14-17,1,383,12/05/2020 02:15:01 PM
2020/10/17,14-17,1,384,12/05/2020 02:15:01 PM
2020/10/18,14-17,0,384,12/05/2020 02:15:01 PM
2020/10/19,14-17,2,386,12/05/2020 02:15:01 PM
2020/10/20,14-17,1,387,12/05/2020 02:15:01 PM
2020/10/21,14-17,0,387,12/05/2020 02:15:01 PM
2020/10/22,14-17,2,389,12/05/2020 02:15:01 PM
2020/10/23,14-17,1,390,12/05/2020 02:15:01 PM
2020/10/24,14-17,2,392,12/05/2020 02:15:01 PM
2020/10/25,14-17,0,392,12/05/2020 02:15:01 PM
2020/10/26,14-17,1,393,12/05/2020 02:15:01 PM
2020/10/27,14-17,5,398,12/05/2020 02:15:01 PM
2020/10/28,14-17,3,401,12/05/2020 02:15:01 PM
2020/10/29,14-17,1,402,12/05/2020 02:15:01 PM
2020/10/30,14-17,1,403,12/05/2020 02:15:01 PM
2020/10/31,14-17,0,403,12/05/2020 02:15:01 PM
2020/11/01,14-17,2,405,12/05/2020 02:15:01 PM
2020/11/02,14-17,5,410,12/05/2020 02:15:01 PM
2020/11/03,14-17,1,411,12/05/2020 02:15:01 PM
2020/11/04,14-17,2,413,12/05/2020 02:15:01 PM
2020/11/05,14-17,3,416,12/05/2020 02:15:01 PM
2020/11/06,14-17,2,418,12/05/2020 02:15:01 PM
2020/11/07,14-17,2,420,12/05/2020 02:15:01 PM
2020/11/08,14-17,0,420,12/05/2020 02:15:01 PM
2020/11/09,14-17,3,423,12/05/2020 02:15:01 PM
2020/11/10,14-17,4,427,12/05/2020 02:15:01 PM
2020/11/11,14-17,3,430,12/05/2020 02:15:01 PM
2020/11/12,14-17,4,434,12/05/2020 02:15:01 PM
2020/11/13,14-17,7,441,12/05/2020 02:15:01 PM
2020/11/14,14-17,2,443,12/05/2020 02:15:01 PM
2020/11/15,14-17,1,444,12/05/2020 02:15:01 PM
2020/11/16,14-17,4,448,12/05/2020 02:15:01 PM
2020/11/17,14-17,4,452,12/05/2020 02:15:01 PM
2020/11/18,14-17,2,454,12/05/2020 02:15:01 PM
2020/11/19,14-17,5,459,12/05/2020 02:15:01 PM
2020/11/20,14-17,4,463,12/05/2020 02:15:01 PM
2020/11/21,14-17,6,469,12/05/2020 02:15:01 PM
2020/11/22,14-17,1,470,12/05/2020 02:15:01 PM
2020/11/23,14-17,5,475,12/05/2020 02:15:01 PM
