Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/03/12,51-60,2,6,11/23/2020 02:15:02 PM
2020/03/13,51-60,3,9,11/23/2020 02:15:02 PM
2020/03/14,51-60,1,10,11/23/2020 02:15:02 PM
2020/03/15,51-60,0,10,11/23/2020 02:15:02 PM
2020/03/16,51-60,8,18,11/23/2020 02:15:02 PM
2020/03/17,51-60,3,21,11/23/2020 02:15:02 PM
2020/03/18,51-60,4,25,11/23/2020 02:15:02 PM
2020/03/19,51-60,3,28,11/23/2020 02:15:02 PM
2020/03/20,51-60,4,32,11/23/2020 02:15:02 PM
2020/03/21,51-60,7,39,11/23/2020 02:15:02 PM
2020/03/22,51-60,5,44,11/23/2020 02:15:02 PM
2020/03/23,51-60,7,51,11/23/2020 02:15:02 PM
2020/03/24,51-60,6,57,11/23/2020 02:15:02 PM
2020/03/25,51-60,5,62,11/23/2020 02:15:02 PM
2020/03/26,51-60,9,71,11/23/2020 02:15:02 PM
2020/03/27,51-60,4,75,11/23/2020 02:15:02 PM
2020/03/28,51-60,6,81,11/23/2020 02:15:02 PM
2020/03/29,51-60,0,81,11/23/2020 02:15:02 PM
2020/03/30,51-60,6,87,11/23/2020 02:15:02 PM
2020/03/31,51-60,9,96,11/23/2020 02:15:02 PM
2020/04/01,51-60,5,101,11/23/2020 02:15:02 PM
2020/04/02,51-60,3,104,11/23/2020 02:15:02 PM
2020/04/03,51-60,5,109,11/23/2020 02:15:02 PM
2020/04/04,51-60,2,111,11/23/2020 02:15:02 PM
2020/04/05,51-60,4,115,11/23/2020 02:15:02 PM
2020/04/06,51-60,6,121,11/23/2020 02:15:02 PM
2020/04/07,51-60,5,126,11/23/2020 02:15:02 PM
2020/04/08,51-60,14,140,11/23/2020 02:15:02 PM
2020/04/09,51-60,16,156,11/23/2020 02:15:02 PM
2020/04/10,51-60,7,163,11/23/2020 02:15:02 PM
2020/04/11,51-60,3,166,11/23/2020 02:15:02 PM
2020/04/12,51-60,5,171,11/23/2020 02:15:02 PM
2020/04/13,51-60,4,175,11/23/2020 02:15:02 PM
2020/04/14,51-60,9,184,11/23/2020 02:15:02 PM
2020/04/15,51-60,3,187,11/23/2020 02:15:02 PM
2020/04/16,51-60,5,192,11/23/2020 02:15:02 PM
2020/04/17,51-60,6,198,11/23/2020 02:15:02 PM
2020/04/18,51-60,1,199,11/23/2020 02:15:02 PM
2020/04/19,51-60,9,208,11/23/2020 02:15:02 PM
2020/04/20,51-60,9,217,11/23/2020 02:15:02 PM
2020/04/21,51-60,5,222,11/23/2020 02:15:02 PM
2020/04/22,51-60,4,226,11/23/2020 02:15:02 PM
2020/04/23,51-60,5,231,11/23/2020 02:15:02 PM
2020/04/24,51-60,7,238,11/23/2020 02:15:02 PM
2020/04/25,51-60,5,243,11/23/2020 02:15:02 PM
2020/04/26,51-60,5,248,11/23/2020 02:15:02 PM
2020/04/27,51-60,3,251,11/23/2020 02:15:02 PM
2020/04/28,51-60,9,260,11/23/2020 02:15:02 PM
2020/04/29,51-60,6,266,11/23/2020 02:15:02 PM
2020/04/30,51-60,4,270,11/23/2020 02:15:02 PM
2020/05/01,51-60,5,275,11/23/2020 02:15:02 PM
2020/05/02,51-60,2,277,11/23/2020 02:15:02 PM
2020/05/03,51-60,3,280,11/23/2020 02:15:02 PM
2020/05/04,51-60,0,280,11/23/2020 02:15:02 PM
2020/05/05,51-60,6,286,11/23/2020 02:15:02 PM
2020/05/06,51-60,8,294,11/23/2020 02:15:02 PM
2020/05/07,51-60,5,299,11/23/2020 02:15:02 PM
2020/05/08,51-60,1,300,11/23/2020 02:15:02 PM
2020/05/09,51-60,1,301,11/23/2020 02:15:02 PM
2020/05/10,51-60,0,301,11/23/2020 02:15:02 PM
2020/05/11,51-60,7,308,11/23/2020 02:15:02 PM
2020/05/12,51-60,9,317,11/23/2020 02:15:02 PM
2020/05/13,51-60,5,322,11/23/2020 02:15:02 PM
2020/05/14,51-60,3,325,11/23/2020 02:15:02 PM
2020/05/15,51-60,1,326,11/23/2020 02:15:02 PM
2020/05/16,51-60,1,327,11/23/2020 02:15:02 PM
2020/05/17,51-60,0,327,11/23/2020 02:15:02 PM
2020/05/18,51-60,5,332,11/23/2020 02:15:02 PM
2020/05/19,51-60,2,334,11/23/2020 02:15:02 PM
2020/05/20,51-60,3,337,11/23/2020 02:15:02 PM
2020/05/21,51-60,3,340,11/23/2020 02:15:02 PM
2020/05/22,51-60,3,343,11/23/2020 02:15:02 PM
2020/05/23,51-60,2,345,11/23/2020 02:15:02 PM
2020/05/24,51-60,1,346,11/23/2020 02:15:02 PM
2020/05/25,51-60,1,347,11/23/2020 02:15:02 PM
2020/05/26,51-60,5,352,11/23/2020 02:15:02 PM
2020/05/27,51-60,3,355,11/23/2020 02:15:02 PM
2020/05/28,51-60,2,357,11/23/2020 02:15:02 PM
2020/05/29,51-60,2,359,11/23/2020 02:15:02 PM
2020/05/30,51-60,0,359,11/23/2020 02:15:02 PM
2020/05/31,51-60,1,360,11/23/2020 02:15:02 PM
2020/06/01,51-60,2,362,11/23/2020 02:15:02 PM
2020/06/02,51-60,5,367,11/23/2020 02:15:02 PM
2020/06/03,51-60,2,369,11/23/2020 02:15:02 PM
2020/06/04,51-60,8,377,11/23/2020 02:15:02 PM
2020/06/05,51-60,2,379,11/23/2020 02:15:02 PM
2020/06/06,51-60,1,380,11/23/2020 02:15:02 PM
2020/06/07,51-60,0,380,11/23/2020 02:15:02 PM
2020/06/08,51-60,2,382,11/23/2020 02:15:02 PM
2020/06/09,51-60,5,387,11/23/2020 02:15:02 PM
2020/06/10,51-60,1,388,11/23/2020 02:15:02 PM
2020/06/11,51-60,3,391,11/23/2020 02:15:02 PM
2020/06/12,51-60,1,392,11/23/2020 02:15:02 PM
2020/06/13,51-60,1,393,11/23/2020 02:15:02 PM
2020/06/14,51-60,1,394,11/23/2020 02:15:02 PM
2020/06/15,51-60,2,396,11/23/2020 02:15:02 PM
2020/06/16,51-60,1,397,11/23/2020 02:15:02 PM
2020/06/17,51-60,2,399,11/23/2020 02:15:02 PM
2020/06/18,51-60,5,404,11/23/2020 02:15:02 PM
2020/06/19,51-60,2,406,11/23/2020 02:15:02 PM
2020/06/20,51-60,4,410,11/23/2020 02:15:02 PM
2020/06/21,51-60,1,411,11/23/2020 02:15:02 PM
2020/06/22,51-60,17,428,11/23/2020 02:15:02 PM
2020/06/23,51-60,5,433,11/23/2020 02:15:02 PM
2020/06/24,51-60,2,435,11/23/2020 02:15:02 PM
2020/06/25,51-60,10,445,11/23/2020 02:15:02 PM
2020/06/26,51-60,6,451,11/23/2020 02:15:02 PM
2020/06/27,51-60,4,455,11/23/2020 02:15:02 PM
2020/06/28,51-60,7,462,11/23/2020 02:15:02 PM
2020/06/29,51-60,4,466,11/23/2020 02:15:02 PM
2020/06/30,51-60,6,472,11/23/2020 02:15:02 PM
2020/07/01,51-60,9,481,11/23/2020 02:15:02 PM
2020/07/02,51-60,10,491,11/23/2020 02:15:02 PM
2020/07/03,51-60,5,496,11/23/2020 02:15:02 PM
2020/07/04,51-60,9,505,11/23/2020 02:15:02 PM
2020/07/05,51-60,5,510,11/23/2020 02:15:02 PM
2020/07/06,51-60,14,524,11/23/2020 02:15:02 PM
2020/07/07,51-60,12,536,11/23/2020 02:15:02 PM
2020/07/08,51-60,11,547,11/23/2020 02:15:02 PM
2020/07/09,51-60,16,563,11/23/2020 02:15:02 PM
2020/07/10,51-60,13,576,11/23/2020 02:15:02 PM
2020/07/11,51-60,2,578,11/23/2020 02:15:02 PM
2020/07/12,51-60,8,586,11/23/2020 02:15:02 PM
2020/07/13,51-60,8,594,11/23/2020 02:15:02 PM
2020/07/14,51-60,12,606,11/23/2020 02:15:02 PM
2020/07/15,51-60,14,620,11/23/2020 02:15:02 PM
2020/07/16,51-60,18,638,11/23/2020 02:15:02 PM
2020/07/17,51-60,15,653,11/23/2020 02:15:02 PM
2020/07/18,51-60,9,662,11/23/2020 02:15:02 PM
2020/07/19,51-60,13,675,11/23/2020 02:15:02 PM
2020/07/20,51-60,18,693,11/23/2020 02:15:02 PM
2020/07/21,51-60,11,704,11/23/2020 02:15:02 PM
2020/07/22,51-60,16,720,11/23/2020 02:15:02 PM
2020/07/23,51-60,7,727,11/23/2020 02:15:02 PM
2020/07/24,51-60,20,747,11/23/2020 02:15:02 PM
2020/07/25,51-60,8,755,11/23/2020 02:15:02 PM
2020/07/26,51-60,6,761,11/23/2020 02:15:02 PM
2020/07/27,51-60,8,769,11/23/2020 02:15:02 PM
2020/07/28,51-60,17,786,11/23/2020 02:15:02 PM
2020/07/29,51-60,17,803,11/23/2020 02:15:02 PM
2020/07/30,51-60,19,822,11/23/2020 02:15:02 PM
2020/07/31,51-60,15,837,11/23/2020 02:15:02 PM
2020/08/01,51-60,4,841,11/23/2020 02:15:02 PM
2020/08/02,51-60,2,843,11/23/2020 02:15:02 PM
2020/08/03,51-60,11,854,11/23/2020 02:15:02 PM
2020/08/04,51-60,7,861,11/23/2020 02:15:02 PM
2020/08/05,51-60,16,877,11/23/2020 02:15:02 PM
2020/08/06,51-60,12,889,11/23/2020 02:15:02 PM
2020/08/07,51-60,13,902,11/23/2020 02:15:02 PM
2020/08/08,51-60,4,906,11/23/2020 02:15:02 PM
2020/08/09,51-60,8,914,11/23/2020 02:15:02 PM
2020/08/10,51-60,14,928,11/23/2020 02:15:02 PM
2020/08/11,51-60,13,941,11/23/2020 02:15:02 PM
2020/08/12,51-60,15,956,11/23/2020 02:15:02 PM
2020/08/13,51-60,9,965,11/23/2020 02:15:02 PM
2020/08/14,51-60,11,976,11/23/2020 02:15:02 PM
2020/08/15,51-60,8,984,11/23/2020 02:15:02 PM
2020/08/16,51-60,7,991,11/23/2020 02:15:02 PM
2020/08/17,51-60,8,999,11/23/2020 02:15:02 PM
2020/08/18,51-60,10,1009,11/23/2020 02:15:02 PM
2020/08/19,51-60,13,1022,11/23/2020 02:15:02 PM
2020/08/20,51-60,9,1031,11/23/2020 02:15:02 PM
2020/08/21,51-60,6,1037,11/23/2020 02:15:02 PM
2020/08/22,51-60,5,1042,11/23/2020 02:15:02 PM
2020/08/23,51-60,5,1047,11/23/2020 02:15:02 PM
2020/08/24,51-60,10,1057,11/23/2020 02:15:02 PM
2020/08/25,51-60,10,1067,11/23/2020 02:15:02 PM
2020/08/26,51-60,9,1076,11/23/2020 02:15:02 PM
2020/08/27,51-60,7,1083,11/23/2020 02:15:02 PM
2020/08/28,51-60,5,1088,11/23/2020 02:15:02 PM
2020/08/29,51-60,4,1092,11/23/2020 02:15:02 PM
2020/08/30,51-60,3,1095,11/23/2020 02:15:02 PM
2020/08/31,51-60,13,1108,11/23/2020 02:15:02 PM
2020/09/01,51-60,12,1120,11/23/2020 02:15:02 PM
2020/09/02,51-60,10,1130,11/23/2020 02:15:02 PM
2020/09/03,51-60,4,1134,11/23/2020 02:15:02 PM
2020/09/04,51-60,8,1142,11/23/2020 02:15:02 PM
2020/09/05,51-60,4,1146,11/23/2020 02:15:02 PM
2020/09/06,51-60,4,1150,11/23/2020 02:15:02 PM
2020/09/07,51-60,3,1153,11/23/2020 02:15:02 PM
2020/09/08,51-60,9,1162,11/23/2020 02:15:02 PM
2020/09/09,51-60,3,1165,11/23/2020 02:15:02 PM
2020/09/10,51-60,6,1171,11/23/2020 02:15:02 PM
2020/09/11,51-60,16,1187,11/23/2020 02:15:02 PM
2020/09/12,51-60,6,1193,11/23/2020 02:15:02 PM
2020/09/13,51-60,6,1199,11/23/2020 02:15:02 PM
2020/09/14,51-60,11,1210,11/23/2020 02:15:02 PM
2020/09/15,51-60,10,1220,11/23/2020 02:15:02 PM
2020/09/16,51-60,8,1228,11/23/2020 02:15:02 PM
2020/09/17,51-60,8,1236,11/23/2020 02:15:02 PM
2020/09/18,51-60,6,1242,11/23/2020 02:15:02 PM
2020/09/19,51-60,5,1247,11/23/2020 02:15:02 PM
2020/09/20,51-60,4,1251,11/23/2020 02:15:02 PM
2020/09/21,51-60,12,1263,11/23/2020 02:15:02 PM
2020/09/22,51-60,8,1271,11/23/2020 02:15:02 PM
2020/09/23,51-60,6,1277,11/23/2020 02:15:02 PM
2020/09/24,51-60,4,1281,11/23/2020 02:15:02 PM
2020/09/25,51-60,5,1286,11/23/2020 02:15:02 PM
2020/09/26,51-60,1,1287,11/23/2020 02:15:02 PM
2020/09/27,51-60,6,1293,11/23/2020 02:15:02 PM
2020/09/28,51-60,7,1300,11/23/2020 02:15:02 PM
2020/09/29,51-60,4,1304,11/23/2020 02:15:02 PM
2020/09/30,51-60,6,1310,11/23/2020 02:15:02 PM
2020/10/01,51-60,3,1313,11/23/2020 02:15:02 PM
2020/10/02,51-60,2,1315,11/23/2020 02:15:02 PM
2020/10/03,51-60,2,1317,11/23/2020 02:15:02 PM
2020/10/04,51-60,1,1318,11/23/2020 02:15:02 PM
2020/10/05,51-60,3,1321,11/23/2020 02:15:02 PM
2020/10/06,51-60,1,1322,11/23/2020 02:15:02 PM
2020/10/07,51-60,1,1323,11/23/2020 02:15:02 PM
2020/10/08,51-60,2,1325,11/23/2020 02:15:02 PM
2020/10/09,51-60,1,1326,11/23/2020 02:15:02 PM
2020/10/10,51-60,3,1329,11/23/2020 02:15:02 PM
2020/10/11,51-60,2,1331,11/23/2020 02:15:02 PM
2020/10/12,51-60,4,1335,11/23/2020 02:15:02 PM
2020/10/13,51-60,6,1341,11/23/2020 02:15:02 PM
2020/10/14,51-60,2,1343,11/23/2020 02:15:02 PM
2020/10/15,51-60,6,1349,11/23/2020 02:15:02 PM
2020/10/16,51-60,2,1351,11/23/2020 02:15:02 PM
2020/10/17,51-60,3,1354,11/23/2020 02:15:02 PM
2020/10/18,51-60,4,1358,11/23/2020 02:15:02 PM
2020/10/19,51-60,7,1365,11/23/2020 02:15:02 PM
2020/10/20,51-60,2,1367,11/23/2020 02:15:02 PM
2020/10/21,51-60,0,1367,11/23/2020 02:15:02 PM
2020/10/22,51-60,6,1373,11/23/2020 02:15:02 PM
2020/10/23,51-60,7,1380,11/23/2020 02:15:02 PM
2020/10/24,51-60,3,1383,11/23/2020 02:15:02 PM
2020/10/25,51-60,6,1389,11/23/2020 02:15:02 PM
2020/10/26,51-60,3,1392,11/23/2020 02:15:02 PM
2020/10/27,51-60,8,1400,11/23/2020 02:15:02 PM
2020/10/28,51-60,6,1406,11/23/2020 02:15:02 PM
2020/10/29,51-60,1,1407,11/23/2020 02:15:02 PM
2020/10/30,51-60,13,1420,11/23/2020 02:15:02 PM
2020/10/31,51-60,11,1431,11/23/2020 02:15:02 PM
2020/11/01,51-60,0,1431,11/23/2020 02:15:02 PM
2020/11/02,51-60,11,1442,11/23/2020 02:15:02 PM
2020/11/03,51-60,5,1447,11/23/2020 02:15:02 PM
2020/11/04,51-60,6,1453,11/23/2020 02:15:02 PM
2020/11/05,51-60,13,1466,11/23/2020 02:15:02 PM
2020/11/06,51-60,14,1480,11/23/2020 02:15:02 PM
2020/11/07,51-60,3,1483,11/23/2020 02:15:02 PM
2020/11/08,51-60,3,1486,11/23/2020 02:15:02 PM
2020/11/09,51-60,8,1494,11/23/2020 02:15:02 PM
2020/11/10,51-60,9,1503,11/23/2020 02:15:02 PM
2020/11/11,51-60,13,1516,11/23/2020 02:15:02 PM
2020/11/12,51-60,14,1530,11/23/2020 02:15:02 PM
2020/11/13,51-60,15,1545,11/23/2020 02:15:02 PM
2020/11/14,51-60,6,1551,11/23/2020 02:15:02 PM
2020/11/15,51-60,9,1560,11/23/2020 02:15:02 PM
2020/11/16,51-60,17,1577,11/23/2020 02:15:02 PM
2020/11/17,51-60,15,1592,11/23/2020 02:15:02 PM
2020/11/18,51-60,11,1603,11/23/2020 02:15:02 PM
2020/11/19,51-60,17,1620,11/23/2020 02:15:02 PM
2020/11/20,51-60,8,1628,11/23/2020 02:15:02 PM
2020/11/21,51-60,3,1631,11/23/2020 02:15:02 PM
2020/11/22,51-60,0,1631,11/23/2020 02:15:02 PM
2020/03/15,71-80,3,6,11/23/2020 02:15:02 PM
2020/03/16,71-80,2,8,11/23/2020 02:15:02 PM
2020/03/17,71-80,1,9,11/23/2020 02:15:02 PM
2020/03/18,71-80,1,10,11/23/2020 02:15:02 PM
2020/03/19,71-80,2,12,11/23/2020 02:15:02 PM
2020/03/20,71-80,2,14,11/23/2020 02:15:02 PM
2020/03/21,71-80,1,15,11/23/2020 02:15:02 PM
2020/03/22,71-80,0,15,11/23/2020 02:15:02 PM
2020/03/23,71-80,3,18,11/23/2020 02:15:02 PM
2020/03/24,71-80,2,20,11/23/2020 02:15:02 PM
2020/03/25,71-80,3,23,11/23/2020 02:15:02 PM
2020/03/26,71-80,3,26,11/23/2020 02:15:02 PM
2020/03/27,71-80,2,28,11/23/2020 02:15:02 PM
2020/03/28,71-80,0,28,11/23/2020 02:15:02 PM
2020/03/29,71-80,4,32,11/23/2020 02:15:02 PM
2020/03/30,71-80,2,34,11/23/2020 02:15:02 PM
2020/03/31,71-80,3,37,11/23/2020 02:15:02 PM
2020/04/01,71-80,3,40,11/23/2020 02:15:02 PM
2020/04/02,71-80,3,43,11/23/2020 02:15:02 PM
2020/04/03,71-80,3,46,11/23/2020 02:15:02 PM
2020/04/04,71-80,0,46,11/23/2020 02:15:02 PM
2020/04/05,71-80,3,49,11/23/2020 02:15:02 PM
2020/04/06,71-80,3,52,11/23/2020 02:15:02 PM
2020/04/07,71-80,5,57,11/23/2020 02:15:02 PM
2020/04/08,71-80,4,61,11/23/2020 02:15:02 PM
2020/04/09,71-80,2,63,11/23/2020 02:15:02 PM
2020/04/10,71-80,1,64,11/23/2020 02:15:02 PM
2020/04/11,71-80,1,65,11/23/2020 02:15:02 PM
2020/04/12,71-80,3,68,11/23/2020 02:15:02 PM
2020/04/13,71-80,2,70,11/23/2020 02:15:02 PM
2020/04/14,71-80,3,73,11/23/2020 02:15:02 PM
2020/04/15,71-80,6,79,11/23/2020 02:15:02 PM
2020/04/16,71-80,0,79,11/23/2020 02:15:02 PM
2020/04/17,71-80,4,83,11/23/2020 02:15:02 PM
2020/04/18,71-80,0,83,11/23/2020 02:15:02 PM
2020/04/19,71-80,0,83,11/23/2020 02:15:02 PM
2020/04/20,71-80,1,84,11/23/2020 02:15:02 PM
2020/04/21,71-80,0,84,11/23/2020 02:15:02 PM
2020/04/22,71-80,1,85,11/23/2020 02:15:02 PM
2020/04/23,71-80,8,93,11/23/2020 02:15:02 PM
2020/04/24,71-80,5,98,11/23/2020 02:15:02 PM
2020/04/25,71-80,9,107,11/23/2020 02:15:02 PM
2020/04/26,71-80,1,108,11/23/2020 02:15:02 PM
2020/04/27,71-80,3,111,11/23/2020 02:15:02 PM
2020/04/28,71-80,4,115,11/23/2020 02:15:02 PM
2020/04/29,71-80,2,117,11/23/2020 02:15:02 PM
2020/04/30,71-80,3,120,11/23/2020 02:15:02 PM
2020/05/01,71-80,1,121,11/23/2020 02:15:02 PM
2020/05/02,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/03,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/04,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/05,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/06,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/07,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/08,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/09,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/10,71-80,0,121,11/23/2020 02:15:02 PM
2020/05/11,71-80,1,122,11/23/2020 02:15:02 PM
2020/05/12,71-80,6,128,11/23/2020 02:15:02 PM
2020/05/13,71-80,0,128,11/23/2020 02:15:02 PM
2020/05/14,71-80,1,129,11/23/2020 02:15:02 PM
2020/05/15,71-80,1,130,11/23/2020 02:15:02 PM
2020/05/16,71-80,0,130,11/23/2020 02:15:02 PM
2020/05/17,71-80,2,132,11/23/2020 02:15:02 PM
2020/05/18,71-80,2,134,11/23/2020 02:15:02 PM
2020/05/19,71-80,1,135,11/23/2020 02:15:02 PM
2020/05/20,71-80,0,135,11/23/2020 02:15:02 PM
2020/05/21,71-80,0,135,11/23/2020 02:15:02 PM
2020/05/22,71-80,1,136,11/23/2020 02:15:02 PM
2020/05/23,71-80,0,136,11/23/2020 02:15:02 PM
2020/05/24,71-80,1,137,11/23/2020 02:15:02 PM
2020/05/25,71-80,0,137,11/23/2020 02:15:02 PM
2020/05/26,71-80,2,139,11/23/2020 02:15:02 PM
2020/05/27,71-80,3,142,11/23/2020 02:15:02 PM
2020/05/28,71-80,0,142,11/23/2020 02:15:02 PM
2020/05/29,71-80,1,143,11/23/2020 02:15:02 PM
2020/05/30,71-80,0,143,11/23/2020 02:15:02 PM
2020/05/31,71-80,1,144,11/23/2020 02:15:02 PM
2020/06/01,71-80,3,147,11/23/2020 02:15:02 PM
2020/06/02,71-80,1,148,11/23/2020 02:15:02 PM
2020/06/03,71-80,2,150,11/23/2020 02:15:02 PM
2020/06/04,71-80,1,151,11/23/2020 02:15:02 PM
2020/06/05,71-80,1,152,11/23/2020 02:15:02 PM
2020/06/06,71-80,1,153,11/23/2020 02:15:02 PM
2020/06/07,71-80,0,153,11/23/2020 02:15:02 PM
2020/06/08,71-80,2,155,11/23/2020 02:15:02 PM
2020/06/09,71-80,2,157,11/23/2020 02:15:02 PM
2020/06/10,71-80,0,157,11/23/2020 02:15:02 PM
2020/06/11,71-80,0,157,11/23/2020 02:15:02 PM
2020/06/12,71-80,0,157,11/23/2020 02:15:02 PM
2020/06/13,71-80,0,157,11/23/2020 02:15:02 PM
2020/06/14,71-80,0,157,11/23/2020 02:15:02 PM
2020/06/15,71-80,0,157,11/23/2020 02:15:02 PM
2020/06/16,71-80,2,159,11/23/2020 02:15:02 PM
2020/06/17,71-80,2,161,11/23/2020 02:15:02 PM
2020/06/18,71-80,1,162,11/23/2020 02:15:02 PM
2020/06/19,71-80,2,164,11/23/2020 02:15:02 PM
2020/06/20,71-80,0,164,11/23/2020 02:15:02 PM
2020/06/21,71-80,0,164,11/23/2020 02:15:02 PM
2020/06/22,71-80,5,169,11/23/2020 02:15:02 PM
2020/06/23,71-80,3,172,11/23/2020 02:15:02 PM
2020/06/24,71-80,1,173,11/23/2020 02:15:02 PM
2020/06/25,71-80,4,177,11/23/2020 02:15:02 PM
2020/06/26,71-80,4,181,11/23/2020 02:15:02 PM
2020/06/27,71-80,1,182,11/23/2020 02:15:02 PM
2020/06/28,71-80,1,183,11/23/2020 02:15:02 PM
2020/06/29,71-80,3,186,11/23/2020 02:15:02 PM
2020/06/30,71-80,3,189,11/23/2020 02:15:02 PM
2020/07/01,71-80,0,189,11/23/2020 02:15:02 PM
2020/07/02,71-80,0,189,11/23/2020 02:15:02 PM
2020/07/03,71-80,1,190,11/23/2020 02:15:02 PM
2020/07/04,71-80,0,190,11/23/2020 02:15:02 PM
2020/07/05,71-80,0,190,11/23/2020 02:15:02 PM
2020/07/06,71-80,2,192,11/23/2020 02:15:02 PM
2020/07/07,71-80,0,192,11/23/2020 02:15:02 PM
2020/07/08,71-80,6,198,11/23/2020 02:15:02 PM
2020/07/09,71-80,2,200,11/23/2020 02:15:02 PM
2020/07/10,71-80,1,201,11/23/2020 02:15:02 PM
2020/07/11,71-80,1,202,11/23/2020 02:15:02 PM
2020/07/12,71-80,3,205,11/23/2020 02:15:02 PM
2020/07/13,71-80,1,206,11/23/2020 02:15:02 PM
2020/07/14,71-80,1,207,11/23/2020 02:15:02 PM
2020/07/15,71-80,2,209,11/23/2020 02:15:02 PM
2020/07/16,71-80,3,212,11/23/2020 02:15:02 PM
2020/07/17,71-80,2,214,11/23/2020 02:15:02 PM
2020/07/18,71-80,2,216,11/23/2020 02:15:02 PM
2020/07/19,71-80,1,217,11/23/2020 02:15:02 PM
2020/07/20,71-80,3,220,11/23/2020 02:15:02 PM
2020/07/21,71-80,1,221,11/23/2020 02:15:02 PM
2020/07/22,71-80,4,225,11/23/2020 02:15:02 PM
2020/07/23,71-80,2,227,11/23/2020 02:15:02 PM
2020/07/24,71-80,3,230,11/23/2020 02:15:02 PM
2020/07/25,71-80,3,233,11/23/2020 02:15:02 PM
2020/07/26,71-80,1,234,11/23/2020 02:15:02 PM
2020/07/27,71-80,0,234,11/23/2020 02:15:02 PM
2020/07/28,71-80,5,239,11/23/2020 02:15:02 PM
2020/07/29,71-80,2,241,11/23/2020 02:15:02 PM
2020/07/30,71-80,2,243,11/23/2020 02:15:02 PM
2020/07/31,71-80,2,245,11/23/2020 02:15:02 PM
2020/08/01,71-80,5,250,11/23/2020 02:15:02 PM
2020/08/02,71-80,3,253,11/23/2020 02:15:02 PM
2020/08/03,71-80,5,258,11/23/2020 02:15:02 PM
2020/08/04,71-80,1,259,11/23/2020 02:15:02 PM
2020/08/05,71-80,1,260,11/23/2020 02:15:02 PM
2020/08/06,71-80,5,265,11/23/2020 02:15:02 PM
2020/08/07,71-80,7,272,11/23/2020 02:15:02 PM
2020/08/08,71-80,2,274,11/23/2020 02:15:02 PM
2020/08/09,71-80,1,275,11/23/2020 02:15:02 PM
2020/08/10,71-80,4,279,11/23/2020 02:15:02 PM
2020/08/11,71-80,1,280,11/23/2020 02:15:02 PM
2020/08/12,71-80,6,286,11/23/2020 02:15:02 PM
2020/08/13,71-80,3,289,11/23/2020 02:15:02 PM
2020/08/14,71-80,4,293,11/23/2020 02:15:02 PM
2020/08/15,71-80,3,296,11/23/2020 02:15:02 PM
2020/08/16,71-80,1,297,11/23/2020 02:15:02 PM
2020/08/17,71-80,0,297,11/23/2020 02:15:02 PM
2020/08/18,71-80,2,299,11/23/2020 02:15:02 PM
2020/08/19,71-80,4,303,11/23/2020 02:15:02 PM
2020/08/20,71-80,3,306,11/23/2020 02:15:02 PM
2020/08/21,71-80,6,312,11/23/2020 02:15:02 PM
2020/08/22,71-80,0,312,11/23/2020 02:15:02 PM
2020/08/23,71-80,1,313,11/23/2020 02:15:02 PM
2020/08/24,71-80,3,316,11/23/2020 02:15:02 PM
2020/08/25,71-80,6,322,11/23/2020 02:15:02 PM
2020/08/26,71-80,1,323,11/23/2020 02:15:02 PM
2020/08/27,71-80,2,325,11/23/2020 02:15:02 PM
2020/08/28,71-80,2,327,11/23/2020 02:15:02 PM
2020/08/29,71-80,2,329,11/23/2020 02:15:02 PM
2020/08/30,71-80,1,330,11/23/2020 02:15:02 PM
2020/08/31,71-80,0,330,11/23/2020 02:15:02 PM
2020/09/01,71-80,3,333,11/23/2020 02:15:02 PM
2020/09/02,71-80,4,337,11/23/2020 02:15:02 PM
2020/09/03,71-80,4,341,11/23/2020 02:15:02 PM
2020/09/04,71-80,1,342,11/23/2020 02:15:02 PM
2020/09/05,71-80,3,345,11/23/2020 02:15:02 PM
2020/09/06,71-80,0,345,11/23/2020 02:15:02 PM
2020/09/07,71-80,5,350,11/23/2020 02:15:02 PM
2020/09/08,71-80,4,354,11/23/2020 02:15:02 PM
2020/09/09,71-80,6,360,11/23/2020 02:15:02 PM
2020/09/10,71-80,3,363,11/23/2020 02:15:02 PM
2020/09/11,71-80,7,370,11/23/2020 02:15:02 PM
2020/09/12,71-80,5,375,11/23/2020 02:15:02 PM
2020/09/13,71-80,1,376,11/23/2020 02:15:02 PM
2020/09/14,71-80,1,377,11/23/2020 02:15:02 PM
2020/09/15,71-80,4,381,11/23/2020 02:15:02 PM
2020/09/16,71-80,3,384,11/23/2020 02:15:02 PM
2020/09/17,71-80,1,385,11/23/2020 02:15:02 PM
2020/09/18,71-80,1,386,11/23/2020 02:15:02 PM
2020/09/19,71-80,1,387,11/23/2020 02:15:02 PM
2020/09/20,71-80,0,387,11/23/2020 02:15:02 PM
2020/09/21,71-80,1,388,11/23/2020 02:15:02 PM
